5691:19912,17,76,302,866,654,616,87861,53206,8
6724:616,17,7237,302,76,226,508,46213,3241,2286
8790:675,398,74453,3471,82551,11563,16158,60721,104630,40518
16021:81549,17,76,866,74507,654,302,616,58,8
23252:4308,12968,93683,7940,5486,11577,2856,26513,46572,88472
31000:47600,17,302,654,76,866,58,616,43424,8
2076:866,76,17,302,654,616,58,8,104101,84
12406:986,12710,45629,67033,17,226,2121,33063,14416,2613
1560:58,17,17164,518,85755,3297,10323,27251,61,302
6725:302,288,3155,17,654,33967,72224,616,58,1340
9824:66069,4513,1002,44318,1256,19810,6315,3618,371,1744
13956:15947,44741,17,76,302,654,43930,58,866,616
24286:1028,17,616,76,302,102563,96274,58,86072,654
31001:17,302,654,76,564,616,84,58,11861,1102
29968:19648,11543,83825,4023,8692,14993,59964,2401,3159,32106
27902:254,361,17,302,654,354,84,76,70,7194
2077:656,1102,10930,17,29,8483,654,616,58,518
3110:378,4021,35716,16763,17,81,58,40850,13039,873
5176:2674,17,101,875,654,302,899,554,6450,616
7242:19029,5611,22848,44935,7614,94354,76460,9782,20037,48582
14473:17,302,760,361,168,84,1460,654,138,877
25836:22477,5405,70759,2153,22715,112039,106848,53698,23287,877
1044:1874,4288,84,17,302,654,58,616,8,30
43914:116,17,76,302,866,654,749,616,58,8
1561:902,1023,616,813,97,542,17,4174,3213,11720
10858:530,11381,3174,17,616,13633,18211,23355,34396,73603
17056:58,17,654,7450,20855,66271,4,29,11358,538
18089:94695,22243,74445,17,654,32827,225,70086,21001,1684
23254:363,9710,245,32,486,20913,2200,94,1342,13959
42365:17,654,616,302,58,1089,542,526,518,8699
3111:58,616,302,654,10640,650,22686,101,53315,9180
6210:138,1102,17,518,1187,48,302,654,6450,301
8276:17,84,58,616,650,3234,138,1476,1102,285
10342:559,119,17,654,101,17431,616,302,162,518
24804:42586,10044,11115,72448,68106,14445,1196,409,34264,8
1045:58,559,65,356,17,518,542,84,8,508
1562:709,5465,29,1102,6809,654,616,289,564,650
3628:4223,17,1281,76,616,3879,650,542,327,13396
7760:21903,87667,17,72988,68700,39551,38046,21997,94,15931
11892:5398,86371,17,115552,6052,116205,1974,85543,39052,3847
18090:441,1256,4513,1002,38225,5083,29262,36165,12551,113594
22222:378,774,1827,1057,899,17,8579,245,2696,2403
23255:41300,7653,53290,26712,33285,4194,17,302,76,654
9310:17,302,58,616,5575,654,1196,542,2013,238
24805:6157,65997,11415,10391,88948,83725,83449,57098,91789,98180
30487:3548,17,76,866,24259,654,302,8,20876,58
2596:366,147,7477,17,9906,5343,578,302,30301,493
6728:2995,7667,58,8,616,302,654,38122,112702,364
9827:17,131,899,50667,2200,245,875,1287,327,1119
11893:17,302,10692,2354,4146,46247,6901,654,12093,60434
14992:16217,81,7211,2241,986,3423,32166,140,6304,3819
31004:52595,8322,24933,13077,47616,16965,12508,6856,9674,17
2080:58,16104,356,654,17,29,861,84,542,564
3113:17,13832,302,19789,654,42785,616,1876,394,225
2597:780,28926,3423,262,17,2241,76,3137,96720,986
5696:2292,17,8,39881,4422,354,84,7910,301,6
31005:17,302,726,654,29,58,616,837,6,285
29972:74861,17,542,8,1239,1869,690,36785,302,138
5180:21631,17,58648,7776,9438,70,167,2675,14392,302
9312:302,654,58,84,616,542,15,245,29,8
11378:17,76,90982,70,30348,61,238,5598,2139,698
13444:40,303,1009,17,54109,899,518,226,931,616
17576:1397,3033,2510,14268,70142,4656,5975,72397,306,8640
22741:70,17,76,1218,81,6263,616,302,986,654
12928:17,84,2162,302,496,875,654,947,15242,70
13961:10804,17,76,866,302,654,8,58,616,84
34105:1754,77581,11401,62840,29573,805,385,92129,100590,39936
28940:64457,17,76,302,866,654,58,616,8,84
9313:65,17,787,6793,616,302,32,654,78114,486
10346:51326,7742,238,57981,9411,8843,8167,37983,8384,38501
13445:17,302,654,58,8,84,591,46945,861,93805
24808:10492,17,76,866,302,654,616,8,58,91567
1049:76,564,40,81,17,2139,11070,262,1069,43728
4665:1348,749,616,654,58,84,29,650,8,70
11896:361,17,52734,80971,3732,33461,358,2139,500,1475
20160:17227,226,168,297,38304,5738,76,2337,8066,81
22226:18691,32829,3982,64960,63032,1435,8321,3471,5522,92916
41337:25636,17,866,302,654,26518,8,616,58,76
34106:14508,9354,8454,64,76605,43783,81699,118273,39402,70150
4149:17,76,302,866,654,616,58,8,29,84
25842:25196,5990,97610,16739,36226,790,2149,17783,76791,18581
36689:17,38953,76,866,302,58,616,654,8,84
33590:17,302,616,654,224,58,182,6073,7437,29
29458:1803,70799,29161,87896,226,85800,10493,93706,117450,97818
4666:4479,17,866,654,76,302,616,58,8,669
9831:168,719,984,574,1400,463,9417,14226,5480,8733
20161:17,302,866,564,654,616,650,58,361,9024
13447:5477,11404,22182,17,76,616,654,302,58,70052
17579:866,17,302,76,654,58,616,8,84,669
18:47812,17608,43893,32205,54038,534,85561,63512,26299,17
2601:17,7334,302,311,1077,11855,14259,36266,607,32661
7766:118281,76,82919,43500,102443,11499,650,93752,16879,18230
12931:13498,4107,17,654,302,289,12480,616,101,26936
13964:65,302,17,37905,361,254,654,76,6793,49376
19129:8342,866,17,76,616,654,302,58,8,84
535:1102,17,29,289,650,861,354,8,518,6
19646:25718,51782,85326,11803,51913,113242,107529,3231,21,616
21712:19264,58,17,302,654,861,591,61,289,101
19:19480,17,76,866,59083,654,616,302,58,8
2085:1382,11720,89092,16625,829,3476,3551,12133,24958,3570
19130:34752,17,616,402,483,564,302,654,58,1196
21196:74448,43708,17748,24157,33038,83103,89750,94151,117917,63718
536:813,97,302,616,8276,654,76,84,29,58
1569:986,81,61052,226,69468,2967,60820,3756,109858,62843
40307:866,17,302,76,654,58,616,8,84,669
32043:29,654,58,17,616,84,76,650,1102,354
31010:47623,17,76,302,866,654,79174,616,58,22539
12416:1287,11604,518,84,654,58,1102,302,86781,17558
21713:654,302,84,58,616,650,29,76,239,301
23779:32329,17,654,302,58,616,1462,8411,29,14626
45989:64805,17,302,76,866,654,616,58,8,81
5702:97,616,84,3265,650,239,1102,322,301,6
6735:17,1155,58,616,354,84,542,289,301,8
9834:65,83386,17,616,302,654,50946,58,8,889
1570:18835,17,7905,17123,27705,302,654,30944,470,1231
47539:68549,17,76,866,654,302,616,8,58,84
40308:2669,6840,17,8194,76,302,8,37121,616,224
36176:3137,17,866,76,302,616,654,8,58,84403
27912:3536,3715,122452,59530,8814,15553,55664,13368,16874,73648
6219:10041,4755,1527,2880,3107,1352,7859,34129,11725,1206
8285:302,17,14626,27217,6,104457,5741,39108,8,79453
21714:84727,35499,8916,3681,111410,119847,103065,4755,48138,225
2604:367,8167,12332,26342,3477,5693,23528,37042,2512,45095
6736:19536,1039,17,12253,14202,10075,14750,4203,8442,19540
8802:8870,302,654,1762,354,8,616,289,29,650
12934:3516,616,568,57016,780,542,654,4245,65511,3552
538:10269,1102,302,616,654,5258,1589,9603,42657,76
28946:10365,11991,245,353,17,54886,30489,4256,35154,40107
3121:1535,709,101,116,8,70,361,564,239,861
8286:20765,5121,17,654,302,4541,58,12746,12020,616
18616:650,302,654,58,106677,1898,84,9263,616,97322
22748:654,17,29,58,591,861,76,650,8,33767
47024:71737,17,76,866,654,302,616,58,8,84
44958:429,17,76,866,302,654,616,58,8,13832
41859:42146,34441,28596,96620,24835,2071,60733,35847,48265,17993
34628:64481,48643,96519,65936,70242,58050,5785,37342,43199,107640
6737:17,654,302,76,873,2200,84,616,58,787
20166:17,654,302,616,58,13964,76,891,15,111751
539:1039,7409,17,58,654,29,14202,138,564,508
38244:35187,17,3215,654,25540,63250,731,8783,616,4146
5188:3107,1991,4755,17,3915,3864,1256,441,1352,2880
7254:103841,58624,60261,103073,122516,94421,34208,113255,86845,21639
8287:10834,6733,1758,545,40,23950,2139,39436,6468,14597
9837:29,17,654,616,138,289,650,84,1102,483
15002:7148,52792,58754,27944,77433,45225,31723,46072,68900,58232
18101:17,1744,245,931,5189,441,371,12174,13917,302
37212:1604,5851,13893,37503,39963,78787,83595,17825,71670,52477
36179:17,58,302,7181,654,650,5731,616,8034,1795
26882:358,17,866,76,302,709,654,616,58,8
16552:2357,48945,1703,8213,44634,14754,4456,21548,8,72010
20684:986,3423,3374,780,3137,13544,5767,5860,1749,17713
43927:33176,1361,6559,44862,8077,8153,7024,44479,23365,17
36696:669,16965,56139,106901,60427,17841,45886,113932,14915,8322
29465:25003,48211,301,378,17,1558,654,1089,58,899
10871:17,650,45,302,654,58,616,6418,29,224
43411:36370,17,76,866,654,302,38541,616,58,116610
11388:34115,901,190,16804,43418,4267,9538,23839,76685,51943
16553:1187,17,302,1119,6450,84,4420,4187,29,901
20685:616,542,18389,17,32379,654,56765,58,61011,17491
49093:866,302,17,76,654,58,616,8,84,29
39796:168,719,5738,801,1326,90226,984,65520,8860,8733
32565:1825,2942,2228,101609,85460,43586,43745,17,73547,931
5707:1352,2880,3107,3172,189,8225,1527,1712,12990,6601
9839:698,76,81,17,7031,32,40,1344,48497,7736
43412:63908,27340,28399,7026,45112,1558,2149,19964,80080,67126
31016:8322,24933,16965,66557,13077,23922,9674,110811,94353,56595
3125:749,17,654,302,70,354,356,84,616,3017
4158:3177,5214,168,719,5480,877,1460,760,8860,7180
8290:116,17,302,29,654,70,84,10070,5848,76
16554:8870,18287,10930,17,245,302,8016,654,58,1410
23785:2008,8213,813,1009,17,8,31621,3468,30257,28545
37731:24530,16996,12264,103066,17,72869,8231,46309,37923,15461
34632:224,650,564,19148,17,34634,302,568,109903,2665
9840:10365,11991,4487,4256,35154,40107,17,30489,71315,226
12939:6435,44541,101647,32791,40026,50272,1382,20558,787,65233
22236:17,302,654,650,58,224,2944,76,2831,116
25852:97,17,866,302,654,58,76,616,8,84
3126:891,17,76,302,616,654,866,8,58,669
29468:13969,76,17,654,302,616,866,58,119044,42951
46513:31214,17,76,866,302,654,616,8,58,67546
35150:654,17,616,58,302,358,650,518,15,564
25853:17395,76,17,302,616,654,866,58,26312,8
44964:1677,698,7736,564,7031,17,76,63621,23931,1069
38766:3177,17,866,76,302,616,654,58,8,81
2611:9617,1119,14108,302,84,654,931,787,8,245
40316:8627,17,76,866,302,654,20108,41051,8,58
35151:58,650,17,289,302,616,654,354,554,542
25854:2318,17,76,866,654,302,616,58,8,669
10359:302,654,285,54412,58,84,239,866,354,58170
15524:52240,254,361,17,302,354,654,76,17934,84
21722:302,58,654,616,650,84,361,866,239,182
22755:17,873,3704,441,1825,947,131,1256,245,302
45998:57192,17,301,76,654,302,866,58,616,8
44965:2888,9021,8733,23532,41238,2660,3260,16956,48220,64828
27404:302,654,29,361,1187,48,84,58,224,70
8810:709,873,17,11268,76,103972,9212,33619,378,3704
17074:13696,4639,102939,95682,1749,4021,37082,17,302,654
2612:58,861,17,654,542,15,302,518,554,76
36185:5356,11067,29079,24917,3850,34866,2665,85150,21376,71432
34119:22674,17,76,302,616,866,654,58,8,6776
6228:58,709,302,84,76,224,18355,354,138,650
13459:5214,18287,10039,76,2139,698,13051,40,5097,2848
15525:24890,29,84,650,289,361,138,483,76,1102
16558:96,17,866,76,302,654,58,616,8,84
17591:21439,89928,61279,5584,17822,4348,54442,54606,54989,17
21723:9943,17,15720,616,58,3937,302,596,40,650
3129:559,302,616,8276,542,289,29,518,84,61
43933:70,1749,21559,12864,16217,669,11813,6304,650,17
37735:66881,7021,226,40165,3372,19166,17,22150,67394,8111
11910:899,1927,48,4420,6450,654,302,84,6945,70
21207:306,17,654,101569,378,13832,12090,14137,508,1589
11394:1606,26483,17,12776,8968,1030,112040,1820,19018,23035
17592:168,17,35229,76,1965,508,1460,226,5738,2318
2097:124,65,559,709,616,302,18867,138,84,58
43934:57369,18484,39833,24252,69359,30788,8587,85002,73114,58
32571:418,51106,17,422,5407,8,2813,302,518,84
27406:302,58,17,616,29,84,354,5553,1102,3730
8812:687,2204,2967,986,3423,140,226,2379,780,66439
16043:8588,11488,508,9662,17,81,1449,630,70,94
27923:56693,539,28416,29335,40825,27958,39515,9652,6074,14820
4164:2162,32162,1403,1631,17,302,1119,654,875,61
12428:81,17,76,866,302,654,616,58,8,112791
2615:29,518,84,650,542,8,861,245,289,76
31023:856,18215,6226,12937,63130,2140,18872,4364,2022,17
22759:17,302,564,70,357,654,650,616,81,226
24825:76,17,866,302,654,58,8,616,84,29
4682:22920,14714,95041,698,10937,37778,76,2600,57448,10048
11913:761,17,302,70,654,354,449,84,1462,58
19144:17,12377,899,76,236,119,22304,63364,9592,10432
24309:168,719,801,2318,984,1400,7994,5480,10267,1867
37222:510,17,654,302,616,1389,58,1057,8579,162
9331:52132,24308,85508,64240,12964,37294,69121,11246,3146,28740
10364:17,364,3472,32721,8,564,81,37748,826,616
55300:302,654,84,239,58,354,3,866,29,301
41871:8882,17,76,866,302,654,616,8,58,84
31541:15754,77310,66665,26764,38421,60781,106325,14026,80962,5662
6749:12254,168,1400,719,5480,8860,2103,574,135,661
17079:17,302,616,58,354,654,76,44448,70,110501
23277:24094,17,30646,14081,866,76,302,654,616,58
34124:1348,17,58,302,4611,59361,47608,616,40289,7003
4167:8968,36331,17,1606,4364,508,302,112040,12776,94
13464:168,1400,463,984,574,719,7711,9417,10267,7994
24827:1167,17,866,76,302,654,58,616,8,84
1068:73569,13853,5975,8928,17,1256,101069,76,1002,33762
5717:709,9189,40568,1076,33385,12861,19378,8392,12507,29922
22245:37647,17498,28632,47346,23595,22059,82402,76,27014,3481
29993:17,866,76,302,654,84,58,616,8,81042
25861:944,17,76,866,654,616,302,58,8,510
9333:9731,10869,30259,62433,34582,4650,16431,6210,7334,8
10366:58,84,654,29,861,15,354,564,76,650
36:17,70,2162,654,616,84,29,891,518,1023
1069:1187,749,875,654,28684,1217,138,84,29,301
36708:22190,19132,1245,3101,70506,11092,1280,55270,40594,28190
5718:17,302,654,361,84,48,1187,1119,5702,70
22246:17625,18207,53253,66729,4446,30467,81082,16396,13754,69765
39291:14444,17,76,866,616,302,654,58,8,118704
5202:1876,17,76,654,866,302,616,58,8,120972
7268:17,616,84,138,289,1102,354,162,15,3234
12433:5581,17,654,302,6011,8,518,58,13599,1957
13466:1382,17,302,70,654,29,1790,616,76,1551
20697:463,719,76,11070,5480,984,2153,1400,8860,7180
37:65,17,84,296,1239,9617,6009,57491,16288,103
1070:58,1405,17,616,5553,56,93265,518,18315,84
35676:1397,2510,4889,34070,9054,5975,4656,60044,4341,603
19148:24933,8322,16965,13077,6856,38522,36432,9674,11072,30815
36193:3157,17,76,866,302,654,616,58,8,5386
27929:12541,17,76,302,654,616,866,49003,116790,58
13467:19052,17,616,8,2998,25697,508,2447,302,654
31545:1121,31670,17,69282,76,21206,7098,650,68787,94
4687:302,29,58,616,726,84,395,354,650,2868
1588:3886,50311,91208,80185,46420,84,97112,1119,1187,53
15534:33280,8705,441,1002,94711,12551,85167,14538,35649,48084
21732:57550,96115,8642,88594,18959,95482,33919,61920,17,302
4171:5112,13407,9289,9019,11050,52926,19302,57427,8321,931
46008:12968,2260,7940,6337,31356,16360,2856,13766,44959,86115
5721:17692,17,654,302,84,8,6582,58,40841,578
7787:17,12776,76,302,1820,518,327,301,8587,84
20183:30878,76230,1592,17516,56125,86115,37242,2547,46006,4308
1589:1217,42489,654,86063,58,84,616,354,650,899
27931:8,17,84,1102,654,302,578,6582,518,39482
25865:12044,42431,20952,25850,70873,24862,2703,929,1919,18966
13469:654,301,58,84,616,1102,76,354,866,138
16568:1023,98884,508,6784,14198,98879,1131,1126,100344,63981
3139:361,17,254,354,9739,302,654,84,76,29
38778:924,31496,75612,91739,26767,11808,17,30110,43124,69340
32580:2869,43973,74425,74286,7548,111524,1335,84774,74947,33112
5722:1217,17,302,58,13576,8,654,76,224,591
6755:1102,17,654,302,354,8,518,1762,182,58
3656:65,891,17,13599,7578,967,2816,616,654,29
39295:866,76,17,546,698,4880,302,56465,654,1164
36196:14206,224,61716,1211,51405,2162,105081,100422,875,6450
27932:17,76,866,302,58,616,654,8,29,84
10371:74038,5398,3550,53016,76,79096,12216,31315,19829,17
11404:17,19963,76,616,1550,654,4292,302,1388,58
13470:18920,24825,42505,6951,20956,1337,39399,48537,30298,33228
41:356,17,4499,3890,18867,616,101,302,14202,542
33614:17,99666,654,616,58,302,73821,66758,97611,28860
26383:669,17,76,866,302,654,616,8,58,48823
8822:8725,17,302,76,866,654,616,58,5495,8
22251:81,8511,3137,16286,46319,16653,3718,5381,17,3682
24317:49799,225,48759,48389,29749,4547,113350,19524,88644,76606
1591:62108,69776,35798,17,76,302,654,58,616,8
3657:58,1102,17,427,616,354,54999,84,6,650
48593:3177,36240,78225,17,76,302,654,616,58,3603
39296:6606,76,17,866,302,654,616,58,8,84
27933:76,698,34344,29060,71934,51589,1682,17,654,106629
5207:58113,33239,29017,17,47534,1744,16671,84,94411,518
42:84,518,1009,131,2193,7451,3824,1102,3642,2008
33615:518,17,14636,84,9093,302,4613,8089,564,23430
11922:302,289,17,616,654,650,101,29,76,239
2625:774,1827,17,99182,2403,64391,2714,14290,226,38943
46528:780,28926,3423,262,17,2241,76,3137,986,226
5208:17,84,138,289,518,354,1476,861,650,483
43:2983,1678,14906,17,2345,29732,15676,76,6977,899
33616:45824,7372,41065,71201,27974,1539,3704,18939,81,61651
32583:51123,17,76,302,654,866,616,58,8,84
12956:19912,34203,20351,7171,17,46738,58,616,302,654
21220:10041,1352,2880,189,10687,5624,34129,1712,21958,7880
2626:302,84,116,2897,616,699,162,289,354,518
4692:302,654,58,616,84,239,5117,8,8365,301
47562:17282,17,76,866,302,654,616,58,8,56968
44463:3169,285,10349,596,3062,2890,5991,17,1703,1089
35166:37773,30977,44004,39668,29532,10519,69113,99712,49182,17865
31034:20523,17,76,866,654,302,616,58,8,24087
21737:840,79112,67735,17,2480,1131,21695,4671,7160,157
44:15,302,616,97,2316,1217,2338,76,5413,84
49112:41108,54547,46531,17,47740,107360,87713,59078,18103,113647
32584:25641,17,76,866,654,302,616,58,101757,8
31551:22397,17,224,302,650,53549,654,1245,51698,58
8825:1455,9342,58,22142,654,17164,14750,8,302,616
51695:97298,17,866,76,654,302,98495,8,616,58
35167:9497,2048,13894,26510,55959,61710,7833,4600,34622,35494
17606:17,1527,58,302,861,654,8,76,84,1382
18639:17,302,70,654,59031,84,58,616,354,866
45:347,4858,53818,11751,19829,23970,31315,106466,15580,110820
3144:709,38046,5480,8324,68700,22215,38546,17,719,57528
4177:17,17612,11,675,1362,1979,616,5484,6579,736
27420:718,1535,1468,654,12071,14952,520,70,17,76
10892:9318,6759,17290,1168,17,674,17164,1703,9765,302
15024:3484,1206,4755,17,6601,1527,8466,16519,500,2880
18123:866,546,17,76,302,254,654,354,84,4068
19156:87246,83408,55084,90695,2567,13216,4600,4320,32514,109871
8310:44227,6224,4341,3033,306,60114,13167,49237,108999,47188
14508:5860,17,76,866,302,654,58,616,8,44119
15541:669,17,76,866,302,654,8322,616,58,8
46:302,109,8,616,7506,18256,38663,58,1102,19431
2112:5480,866,17,76,984,2153,1400,226,661,7180
15025:56570,86547,60549,40281,1100,563,1119,108203,4299,26687
49631:17,76,866,654,302,616,16301,8,58,84
25872:17,302,866,76,654,58,616,8,29,84
10377:58,654,17,101,48,302,1187,81,616,554
12443:65,17,616,7739,889,8,4148,6793,302,3233
14509:302,84,654,58,873,650,89897,616,52313,947
24839:17,76,866,302,654,8,58,616,84,29
4179:17,568,2816,302,7700,58,84,616,354,2626
564:65,709,97,289,84,1891,86763,76,518,650
3663:58,356,749,65,5567,573,699,1102,5214,18867
4696:76,17,58,616,654,866,302,8,84,29
10378:18935,97626,2153,8860,463,168,17,302,76,654
40852:34647,17,866,76,302,654,616,8,58,84
38786:118,46013,92317,95446,15295,95709,78875,21878,108600,58978
37753:4146,26915,76,8783,10692,1677,684,2528,698,44065
33621:53672,4117,17,76,866,302,654,616,58,8
11928:17,899,224,302,654,616,58,1187,48,650
15027:18239,6491,500,785,17,76,11671,6127,17546,361
32072:1208,18114,4533,6614,49,18137,4363,6462,57987,36688
28973:17,616,776,302,650,58,76,564,654,20850
27940:13512,17,873,22280,302,616,8,1164,46283,70
1082:101,15141,84,138,239,518,650,301,1102,6
2115:119,65,17,999,564,3233,616,302,8,245
5214:49469,76,17,65377,947,60667,518,25976,327,302
42919:45138,47903,34755,26156,17040,17,70168,21788,119810,80094
41886:42260,44023,89437,111180,70112,17,1740,118815,302,654
35688:17,654,302,58,29,726,616,3,6,395
11929:65,3137,1220,654,29,84,650,289,866,736
13995:27335,15078,3282,40211,71248,47278,11847,10882,54427,20245
18127:17,1784,3423,262,22917,86744,76,57192,780,15770
47568:302,17,76,866,654,616,58,8,84,29
8314:28327,25441,79667,8226,82058,36797,35439,1546,17,69698
1083:1034,13829,302,17,10402,2029,87395,654,62335,75042
2116:1187,17,1119,236,302,8,616,654,58,224
39821:42306,78183,76635,262,1682,8937,37652,97017,25253,17
29491:18885,11159,12474,43851,816,42838,66262,35774,17,616
9864:15,29,3,190,17,9387,654,1476,58,84
16062:17,76,866,302,654,616,58,8,29,84
26909:373,48836,86027,7233,9844,17563,111775,122377,24794,18854
11414:18319,17,301,302,654,14778,84640,55798,10011,16572
41888:75131,17,866,76,654,302,616,8,58,93592
39822:3191,614,7029,302,9789,17,1983,76884,42305,96727
36723:59582,89362,96445,68826,105630,64244,8611,43037,40273,20618
35690:866,17,302,76,58,654,3502,616,8,22726
1601:3841,749,17,899,6590,9019,1119,736,76,116
2634:8213,71850,10046,422,18477,25082,77334,9278,83929,42194
37240:62487,76735,17,76,866,302,654,616,8,58
33108:43727,168,91493,1528,1326,73305,76,11933,719,34747
21745:30053,76,866,17,302,616,654,58,8,84
4184:199,616,84,19963,650,354,289,1102,301,3234
5217:3632,17,616,302,32,58,654,10259,15,650
43955:200,8340,76243,52647,65546,55297,62824,89327,93776,68549
35691:866,17,302,76,654,58,616,8,224,669
17097:17,20620,2583,931,302,1099,84,64388,431,654
19163:1527,10041,2880,3107,8848,19697,1712,121651,35625,3328
22262:6503,24608,17,4949,53856,3372,1495,11595,21784,15921
1602:185,16056,17,518,23156,15,1744,508,131,616
32076:52490,17,866,302,654,8,58,616,76,84
9350:17,106,616,302,58,654,10466,9045,736,84
19680:17642,17,76,654,302,866,58,121526,616,8
3152:236,10217,11,17,8,616,787,76,4802,302
43956:88165,94565,53676,45741,117037,48116,76882,8670,17,669
30527:866,17,302,76,654,58,616,8,84,669
16065:29,559,58,654,616,84,76,285,726,3234
22263:29,58,616,654,76,84,354,239,32,138
2636:29,654,58,616,84,650,138,354,76,1102
4702:13617,83972,34813,67691,47507,3509,36929,5197,72788,7386
50671:18319,17,301,302,654,14778,84640,10011,16572,41184
39308:33970,88385,93726,91825,12549,2121,45717,51298,669,17
